AREA,INT_SQFT,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,BUILDTYPE,MZZONE,REG_FEE,COMMIS,SALES_PRICE,PARK_FACIL
6,1898,3,2,5,3,0,2,525894,175298,14608180,1
2,798,1,1,2,1,2,3,186094,33231,6646210,0
5,1626,1,1,4,2,0,3,524134,234957,18073600,1
3,1657,2,1,4,1,1,3,355982,112416,9367960,0
6,1766,2,1,4,1,0,2,577269,327639,15601870,1
4,661,1,1,2,2,1,5,302250,186000,7750000,1
3,2442,4,2,6,0,0,4,983922,491961,19678440,1
0,914,1,1,3,4,1,5,300019,71057,7895235,0
2,885,1,1,3,0,0,3,272376,131144,10088000,0
1,1983,2,1,5,3,0,5,720625,360312,22519520,1
1,1522,1,1,4,3,2,5,503682,209867,13991160,1
1,1970,2,1,5,2,2,5,376087,210609,15043490,1
6,1572,2,1,4,0,0,5,504218,177158,13627500,0
1,1507,1,1,4,0,0,3,682215,258136,18438250,1
3,1330,1,1,3,4,0,4,486594,201758,11868140,0
3,1373,2,1,4,3,1,4,400797,78204,9775540,1
0,1118,1,1,3,0,1,2,273251,82803,8280325,1
1,1591,1,1,4,3,1,5,415918,59417,11883360,0
3,1404,2,1,4,0,1,4,289390,195764,8511480,0
1,1867,2,1,5,4,0,5,612608,102101,20420270,0
3,2479,4,2,6,2,2,5,508551,117358,13039760,0
3,1768,2,1,4,3,0,3,655803,320615,14573400,1
6,1650,2,1,4,3,2,1,352041,190292,9514610,1
0,1035,1,1,3,0,1,4,299699,99900,9081775,0
2,936,1,1,3,0,1,5,297369,109035,9912300,1
0,918,1,1,3,4,2,0,254199,7061,7061080,1
2,785,1,1,2,4,2,3,237586,144248,8485200,1
2,923,1,1,3,0,0,5,422834,150038,13639800,1
1,1592,1,1,4,0,0,4,490180,113118,18853070,1
3,1350,2,1,4,2,0,5,472863,135104,13510380,1
2,1245,2,1,4,2,0,4,355260,136639,13663850,1
4,1563,2,2,4,2,1,1,210537,80499,6192250,0
2,725,1,1,2,0,1,5,184444,120598,7094000,0
3,2442,4,2,6,0,2,3,390242,201415,12588460,0
2,1110,1,1,3,2,2,4,344170,75287,10755300,1
4,559,1,1,2,0,1,4,237534,64782,5398500,1
1,1708,1,1,4,0,0,5,535162,214065,21406480,1
4,829,1,1,2,1,0,1,410544,179613,8553000,1
1,1744,1,1,4,2,0,3,688400,144926,18115790,0
5,1649,1,1,4,2,2,3,397976,174115,12436750,1
3,1323,1,1,3,4,0,4,381281,297876,11915040,0
6,1864,3,2,5,1,1,5,406564,180695,11293450,0
6,1514,2,1,4,0,2,4,385017,192508,10694910,1
1,1669,1,1,4,1,1,4,351595,104176,13022050,0
1,1993,2,1,5,1,2,3,410238,142005,15778370,1
4,1459,2,2,4,0,2,5,406818,113531,9460875,1
3,2136,3,2,5,4,2,5,401983,129672,12967200,1
4,1165,1,1,3,1,2,1,317420,128480,7557625,1
0,1132,1,1,3,3,1,2,298383,47113,7852185,1
4,813,1,1,2,1,1,0,172118,96554,4198000,0
2,815,1,1,3,1,0,3,299473,103664,11518200,1
2,1277,2,1,4,4,0,5,432216,72036,14407200,0
2,1028,1,1,3,4,0,3,324975,145679,11206050,0
1,1572,1,1,4,0,2,5,402827,219724,12206870,0
6,1507,2,1,4,0,1,2,273256,101495,7807300,0
2,1002,1,1,3,0,2,5,327615,168772,9927740,1
0,1023,1,1,3,3,0,1,367619,75686,10812320,0
6,1506,2,1,4,0,1,1,235863,125794,7862110,1
3,1348,2,1,4,3,1,3,346920,78845,7884540,0
2,1125,1,1,3,1,0,5,403680,78132,13021950,0
2,1066,1,1,3,1,2,5,327948,153726,10248370,0
6,1797,2,1,4,1,0,4,653961,326980,16349020,1
3,1459,2,1,4,2,1,4,299830,166572,8328620,0
4,604,1,1,2,4,0,1,201407,90958,6497000,1
6,1808,3,2,5,2,0,4,542034,138983,13898300,0
2,732,1,1,2,0,0,5,347126,184411,10847700,1
2,1205,2,1,4,1,2,4,333298,145818,10415550,0
4,712,1,1,2,0,0,3,258291,147595,7379750,0
5,1710,1,1,4,0,2,4,373656,83035,13839120,0
2,1154,1,1,3,4,1,3,232026,69608,7734200,0
1,1783,1,1,4,1,1,3,436176,230204,12116010,1
4,1221,1,1,3,3,2,4,255483,197793,8241375,1
4,752,1,1,2,4,0,5,307513,72356,9044500,1
6,1906,3,2,5,2,2,1,280487,117624,9047980,0
4,1119,1,1,3,2,2,0,320785,111293,6546625,1
2,865,1,1,3,0,0,3,357951,130164,10847000,0
2,1224,2,1,4,2,1,3,246380,96792,8799300,0
5,1520,1,1,4,0,0,3,680262,244197,17442610,1
4,1070,1,1,3,2,1,1,199596,74136,5702750,1
1,1719,1,1,4,0,2,4,411427,164571,13714220,0
2,752,1,1,2,3,2,5,246248,23086,7695240,0
4,1624,2,2,4,2,2,2,374520,78025,7802500,0
6,1590,2,1,4,1,2,5,412633,184599,10858770,0
2,779,1,1,2,3,1,5,261267,36037,9009200,1
6,1789,2,1,4,1,2,5,389499,251289,12564470,1
0,926,1,1,3,3,1,2,282018,96944,8813065,1
2,998,1,1,3,4,1,3,173807,55867,6207400,0
2,887,1,1,3,0,0,3,270704,156176,10411700,0
2,721,1,1,2,4,1,4,201475,50369,7195550,1
6,1784,2,1,4,1,1,3,403077,185197,10893960,1
4,907,1,1,3,4,0,1,314803,146420,7321000,1
3,1997,3,2,5,2,2,5,488967,205881,12867540,1
1,1933,2,1,5,1,0,3,741521,130857,21809430,1
6,1953,3,2,5,1,0,1,527849,247429,16495290,1
2,913,1,1,3,0,0,5,393442,98360,12295050,1
2,1060,1,1,3,2,0,3,346987,32530,10843350,0
3,1601,2,1,4,2,2,3,500480,220211,10009600,1
1,1703,1,1,4,1,0,5,689438,301629,21544930,1
5,1812,2,1,5,0,2,4,497676,117100,14637520,1
4,1145,1,1,3,0,0,2,453520,92555,9255500,1
5,1678,1,1,4,1,1,3,473939,59242,11848470,1
2,1262,2,1,4,3,2,5,314046,48315,12078690,1
2,1138,1,1,3,0,0,5,446859,72074,14414800,0
1,1943,2,1,5,1,0,5,628877,404278,22459910,1
4,1277,1,1,3,2,0,4,455273,84702,10587750,0
1,1639,1,1,4,3,1,3,362663,203998,11333220,1
5,1580,1,1,4,1,0,5,694318,154293,19286610,0
5,1900,2,1,5,2,0,4,887450,266235,22186250,1
4,698,1,1,2,3,1,0,103928,42221,3247750,1
2,1033,1,1,3,2,1,3,259560,48668,8111250,0
3,1969,3,2,5,3,0,5,557356,320902,16889580,0
1,1847,2,1,5,0,2,5,614262,261061,15356550,1
6,1563,2,1,4,2,1,1,243484,115655,6087100,0
1,1756,1,1,4,4,2,5,425381,170152,14179360,0
1,1698,1,1,4,0,2,5,522633,110028,13753510,0
1,1689,1,1,4,1,0,4,650601,167297,18588600,0
1,1680,1,1,4,2,2,4,387645,173772,13367060,0
2,1170,1,1,3,4,2,3,294909,107240,8936650,0
4,1030,1,1,3,4,2,2,210771,56548,5140750,0
4,1338,2,2,4,1,2,2,325632,115328,6784000,0
0,1217,2,2,4,1,0,4,596351,119270,14908785,0
3,1984,3,2,5,0,2,5,600245,160065,13338780,1
3,2322,4,2,6,2,0,3,640454,266856,17790400,0
1,1691,1,1,4,1,1,3,414937,59277,11855350,0
1,1689,1,1,4,3,2,5,389833,89961,14993570,1
1,1703,1,1,4,2,2,3,397321,223493,12416270,1
6,1828,3,2,5,2,2,0,298084,93684,8516690,1
6,1545,2,1,4,4,2,0,188318,78972,6074780,0
4,1686,2,2,4,4,0,0,388815,168136,10508500,1
2,1136,1,1,3,0,2,4,246465,123232,8802320,0
6,1997,3,2,5,2,2,0,327267,142655,8391470,0
0,878,1,1,3,1,2,5,291605,51460,8576620,0
2,1057,1,1,3,4,0,4,341480,177570,13659200,1
4,521,1,1,2,4,2,0,71177,25883,2156875,0
4,1457,2,2,4,4,1,3,248272,186204,7758500,1
0,1021,1,1,3,3,0,5,456993,128529,14281030,1
6,1519,2,1,4,4,0,3,456776,104406,13050750,1
0,724,1,1,2,0,2,0,200785,81569,6274535,1
3,2004,3,2,5,0,0,5,521968,156590,17398940,1
2,734,1,1,2,2,2,4,194195,32366,6473180,0
5,1770,1,1,4,3,1,5,360820,138777,13877710,1
2,814,1,1,3,3,1,5,211424,105712,8131700,0
3,1486,2,1,4,0,0,4,518331,359952,14398080,1
2,1215,2,1,4,1,1,4,279216,130301,9307200,0
0,973,1,1,3,4,0,3,393869,109408,10940805,0
2,869,1,1,3,0,2,4,271854,56246,9374280,1
4,640,1,1,2,4,2,1,233940,107223,4873750,1
2,969,1,1,3,1,0,4,372378,111713,12412600,0
3,1609,2,1,4,2,1,4,362914,207379,8640800,0
3,1689,2,1,4,3,1,5,380206,234833,11182520,1
3,1917,3,2,5,4,2,5,545003,284350,11847900,0
2,1178,1,1,3,2,2,4,340847,42606,10651460,1
6,1530,2,1,4,4,0,0,360319,141944,10918760,0
6,1622,2,1,4,2,2,2,387294,101920,10191950,1
0,1013,1,1,3,0,2,5,410912,86508,10813485,1
2,1244,2,1,4,2,0,5,426409,249964,14703750,1
6,1840,3,2,5,4,2,2,255539,98918,8243200,0
5,1930,2,1,5,3,1,4,351818,58636,11727250,0
6,1942,3,2,5,1,1,2,267152,133576,8905050,0
6,1722,2,1,4,4,2,5,378092,171860,11457330,1
0,1182,1,1,3,0,0,5,507838,153890,15389035,1
0,1246,2,2,4,0,0,2,460602,43181,14393810,1
2,925,1,1,3,4,1,4,270464,25356,8452000,1
4,1434,2,2,4,2,1,3,253251,84417,7034750,0
2,1081,1,1,3,2,1,5,268332,71555,8944400,0
2,794,1,1,2,3,2,5,252982,61065,8723530,1
0,685,1,1,2,4,2,2,206943,42606,6086550,0
3,2025,3,2,5,1,0,5,688161,282323,17645160,0
6,1581,2,1,4,0,2,0,314148,66136,8267060,1
3,1731,2,1,4,3,1,5,451275,102563,10256260,0
4,1243,1,1,3,0,0,2,468587,219949,9563000,1
2,1184,1,1,3,1,1,3,317773,59582,9930400,1
6,1704,2,1,4,1,1,1,257781,156231,7811540,0
0,961,1,1,3,2,2,2,281211,85926,7811430,1
4,610,1,1,2,3,0,2,191979,117321,5332750,0
0,640,1,1,2,4,0,0,212712,51566,6445810,0
4,1650,2,2,4,1,0,1,392488,207788,11543750,0
0,734,1,1,2,2,2,0,199803,27750,5550090,0
2,717,1,1,2,0,0,3,240168,115280,9606700,1
4,1419,2,2,4,4,1,5,322516,94395,7866250,0
3,2055,3,2,5,3,1,4,348127,220480,11604220,1
2,1010,1,1,3,4,2,4,272116,149225,8777950,1
2,1011,1,1,3,3,0,3,281296,146274,11251850,0
1,1806,2,1,5,3,0,3,730011,197300,19730040,1
0,1225,2,2,4,1,2,0,251805,33574,8393515,0
0,1252,2,2,4,2,1,3,321922,123088,9468300,1
6,1913,3,2,5,4,0,4,583629,268154,15773770,1
6,1729,2,1,4,3,2,3,379338,100413,11157010,1
5,1717,1,1,4,1,2,3,366245,183123,14086360,1
4,1091,1,1,3,3,1,2,315347,67095,6709500,1
3,1629,2,1,4,3,0,5,574707,124261,15532620,1
3,1724,2,1,4,3,0,3,503359,133242,14804680,1
2,1198,1,1,3,1,1,3,304354,27669,9222850,0
4,1329,1,1,3,0,2,0,180122,107216,4288625,0
1,1634,1,1,4,0,0,5,661033,351174,20657270,1
4,979,1,1,3,3,1,5,337636,157040,7852000,1
6,1749,2,1,4,2,0,1,398407,261455,12450220,0
4,1446,2,2,4,4,0,4,338535,157983,11284500,0
2,1034,1,1,3,3,1,5,282835,45619,9123700,0
5,1722,1,1,4,0,1,3,324836,180465,12030980,0
1,1978,2,1,5,3,2,3,414278,106910,13363810,0
6,1529,2,1,4,0,0,0,421730,177571,11098160,1
2,1074,1,1,3,1,0,3,421643,65882,13176350,1
3,2341,4,2,6,3,0,4,847638,313258,18426920,0
2,1229,2,1,4,2,0,3,349999,94231,13461500,0
2,1215,2,1,4,0,2,3,268551,64452,10742050,1
1,1648,1,1,4,0,2,4,485530,202304,13486940,0
5,1795,1,1,4,2,2,5,359336,221130,13820610,0
6,1889,3,2,5,4,0,4,445114,311580,14837130,0
3,1527,2,1,4,0,1,5,339897,175099,10299920,1
2,951,1,1,3,3,0,3,310964,30093,10031100,0
5,1993,2,1,5,2,1,3,499629,216056,13503490,1
3,2329,4,2,6,4,0,5,818342,359272,19959560,1
0,1094,1,1,3,2,2,1,246928,61732,7716505,1
5,1796,1,1,4,2,1,5,477032,116035,12892760,1
2,946,1,1,3,4,1,4,234377,70313,7812550,0
6,1697,2,1,4,3,2,3,316343,143792,9586150,0
1,1813,2,1,5,4,2,3,378073,73175,12195890,0
3,1656,2,1,4,3,1,5,428273,208349,11574940,1
1,1738,1,1,4,0,0,5,741809,275529,21194540,1
2,1155,1,1,3,4,1,5,244550,166294,9782000,1
2,768,1,1,2,4,2,4,185735,46434,6633410,0
6,1818,3,2,5,2,2,1,325427,154149,8563860,1
0,1199,1,1,3,0,2,3,395284,19764,9882100,0
1,1658,1,1,4,4,0,5,652034,211470,17622540,0
3,2034,3,2,5,3,1,5,641170,115411,12823400,1
1,1899,2,1,5,4,1,4,462916,175157,12511230,1
3,1621,2,1,4,1,0,5,518332,210572,16197860,1
6,1660,2,1,4,2,2,1,344530,65181,9311620,1
4,1037,1,1,3,0,0,0,266987,186082,8090500,1
2,868,1,1,3,2,2,4,189725,75890,7589010,0
4,783,1,1,2,4,1,5,276968,113628,7101750,1
6,1642,2,1,4,1,0,5,613616,107383,15340410,0
1,1618,1,1,4,3,1,3,287048,88322,11040310,1
6,1645,2,1,4,0,1,4,325060,74299,9287430,0
4,1150,1,1,3,2,2,1,219311,56103,5100250,0
3,2186,3,2,5,0,2,5,478999,197235,14088220,1
6,1911,3,2,5,2,0,4,467076,249107,15569210,0
2,1058,1,1,3,4,1,3,233915,120730,7545650,1
5,1720,1,1,4,2,1,4,387948,109110,12123360,1
3,1719,2,1,4,4,1,5,339917,95602,10622400,1
2,1191,1,1,3,4,0,3,333890,93489,13355600,1
1,1903,2,1,5,2,2,4,474897,171491,13191580,0
2,1039,1,1,3,0,1,4,218593,69950,8743700,1
0,816,1,1,3,0,1,0,229692,17227,5742295,0
5,1848,2,1,5,3,0,5,770779,374378,22022260,1
0,931,1,1,3,2,0,3,382227,21235,10617420,0
3,2062,3,2,5,3,1,3,425412,229068,10908000,1
6,1894,3,2,5,2,0,0,436488,231884,13640240,1
4,1474,2,2,4,2,2,2,268643,69080,7675500,0
4,968,1,1,3,4,1,4,290050,52209,5801000,0
5,1827,2,1,5,3,1,5,450795,212139,13258680,0
2,709,1,1,2,3,1,5,237970,122823,7676450,0
1,1983,2,1,5,0,2,3,379689,262862,14603420,1
3,1464,2,1,4,4,0,3,456367,96077,12009660,0
0,1290,2,2,4,1,2,0,264914,85456,8545605,0
4,558,1,1,2,2,0,4,336196,156370,7818500,1
3,1863,3,2,5,1,2,5,441596,155155,11935020,0
0,1199,1,1,3,0,0,1,502763,50276,12569065,1
5,1631,1,1,4,3,0,3,649092,305455,19090950,1
6,1576,2,1,4,2,2,0,309605,69661,7740130,1
2,1148,1,1,3,0,2,5,321168,177196,11074760,1
1,1792,1,1,4,3,0,4,708009,229062,20823790,1
5,1808,2,1,5,2,1,4,348123,116041,12893440,0
5,1877,2,1,5,0,1,4,529436,190054,13575290,0
6,1760,2,1,4,1,2,5,476702,188172,12544800,1
2,966,1,1,3,4,0,3,292841,135962,10458600,0
4,979,1,1,3,1,2,3,324980,154753,7737625,1
2,1044,1,1,3,2,1,4,232087,146129,8595800,0
0,1180,1,1,3,2,0,4,495815,28332,14166140,0
2,1095,1,1,3,4,2,4,326709,132725,10209650,1
2,1202,2,1,4,1,2,5,292010,73003,10428940,0
0,691,1,1,2,3,0,2,379506,129831,9987005,1
4,1313,1,1,3,0,0,5,453822,137202,10554000,0
0,625,1,1,2,1,0,3,262173,131087,8739100,0
3,1933,3,2,5,4,0,4,572732,247668,15479240,0
4,681,1,1,2,2,1,5,321738,64348,6434750,1
4,636,1,1,2,0,2,3,141203,98842,4706750,0
1,1718,1,1,4,1,1,5,504678,230710,14419380,1
4,1086,1,1,3,3,1,4,262153,144874,6898750,1
2,845,1,1,3,4,0,4,322608,110897,10081500,0
1,1774,1,1,4,2,2,5,421391,210696,14046370,1
1,1730,1,1,4,4,1,4,472693,218166,12120330,0
2,1180,1,1,3,1,1,4,294936,116187,8937450,0
6,1607,2,1,4,3,0,4,550357,110071,13758930,0
0,1182,1,1,3,4,0,4,488617,66029,13205875,0
5,1539,1,1,4,2,0,3,426539,255923,17061540,0
4,1636,2,2,4,4,2,0,247489,129369,5624750,0
4,1088,1,1,3,2,2,3,305664,159200,6368000,0
4,1229,1,1,3,4,1,3,376917,144351,8019500,1
0,848,1,1,3,0,2,0,264736,19855,6618400,0
2,1209,2,1,4,2,0,3,476120,148788,14878750,1
3,2041,3,2,5,3,1,3,346506,105877,9625180,0
0,618,1,1,2,0,2,0,177488,16639,5546495,0
1,1750,1,1,4,2,1,4,359917,59986,11997230,0
1,1816,2,1,5,4,2,5,411532,92927,13275240,0
4,793,1,1,2,2,2,2,184742,39588,4398625,0
6,1737,2,1,4,2,0,1,398902,172857,13296730,0
0,658,1,1,2,1,1,0,179191,13439,4479770,0
0,1219,2,2,4,1,2,5,356975,167332,11155480,0
4,1272,1,1,3,3,0,3,380351,236434,10279750,0
2,919,1,1,3,2,1,4,260537,35936,8984050,1
1,1741,1,1,4,2,2,4,424680,84936,12133700,0
1,1984,2,1,5,1,2,5,440372,242964,15185240,0
3,2202,3,2,5,2,0,5,821501,186705,18670480,1
0,630,1,1,2,1,2,1,273256,29541,7385285,1
3,1344,2,1,4,0,0,5,406489,301589,13112560,0
4,915,1,1,3,4,0,1,287054,105449,5858250,0
6,1884,3,2,5,2,1,1,253856,96054,6860970,0
5,1989,2,1,5,2,1,4,456406,190169,12677940,0
0,730,1,1,2,4,1,3,264504,54457,7779515,1
2,1081,1,1,3,4,1,4,270368,87216,8721550,1
2,1198,1,1,3,3,0,3,427058,151537,13776050,1
2,927,1,1,3,0,1,5,211506,89483,8134850,0
6,1611,2,1,4,4,1,4,315564,176344,9281280,0
0,655,1,1,2,1,0,4,398972,68395,11399205,1
6,1634,2,1,4,1,0,2,491907,163969,14906280,1
3,1762,2,1,4,4,0,5,439403,175761,14646760,0
3,2049,3,2,5,3,1,3,400777,180350,10019420,0
6,1711,2,1,4,0,0,3,450959,145471,14547070,0
3,1807,3,2,5,4,0,5,732764,286734,15929660,1
4,591,1,1,2,0,0,4,228552,164272,7142250,1
5,1827,2,1,5,4,0,4,616673,287781,20555760,1
0,789,1,1,2,1,0,3,412806,74093,10584775,1
0,1299,2,2,4,3,0,5,553550,205604,15815700,0
0,786,1,1,2,2,2,3,266914,37071,7414265,0
6,1726,2,1,4,0,1,0,291169,84286,7662340,1
5,1790,1,1,4,0,2,4,370287,170902,14241820,1
0,691,1,1,2,0,1,2,158899,5126,5125790,0
3,1405,2,1,4,2,2,4,383204,231939,10084320,1
0,1009,1,1,3,3,0,3,449339,26432,13215865,1
1,1525,1,1,4,2,0,5,743729,293577,19571820,1
6,1847,3,2,5,4,1,4,427751,236389,11256610,1
2,1250,2,1,4,0,0,5,482259,186681,15556750,1
4,804,1,1,2,3,2,2,236150,147594,5903750,1
3,2117,3,2,5,0,2,4,446980,248322,12416100,1
3,2018,3,2,5,3,2,4,451958,125544,12554380,1
2,942,1,1,3,3,2,3,234578,98372,7567040,0
0,777,1,1,2,4,2,5,281067,51103,8517175,1
5,1695,1,1,4,1,1,3,369855,92464,13209090,1
0,902,1,1,3,0,0,1,411699,73895,10556375,0
6,1904,3,2,5,0,2,0,297667,170096,8504780,0
1,1536,1,1,4,2,2,3,276617,92206,10245090,0
4,827,1,1,2,1,2,4,357217,166148,8307375,1
6,1553,2,1,4,0,1,0,215323,71774,6524930,0
2,768,1,1,2,1,1,3,179296,107578,7171850,1
2,1245,2,1,4,2,0,5,396538,58746,14686600,0
6,1662,2,1,4,0,2,0,320258,143273,8427850,1
3,1958,3,2,5,0,1,4,469780,192183,10676820,0
3,2281,4,2,6,0,0,4,843562,479297,19171860,1
6,1908,3,2,5,0,1,1,338673,127002,8466820,1
0,916,1,1,3,0,2,5,375172,37517,9379310,1
2,1101,1,1,3,2,1,3,235484,117742,8410150,1
1,1518,1,1,4,1,2,4,484782,99442,12430300,1
0,1049,1,1,3,2,0,1,412169,66838,11139700,1
4,736,1,1,2,0,1,4,290019,88267,6304750,1
0,693,1,1,2,3,1,4,320549,88151,8013720,0
1,1802,2,1,5,4,2,4,495694,80383,13397130,0
0,888,1,1,3,0,0,1,396433,69376,9910835,1
2,973,1,1,3,1,2,4,247961,38148,9536960,1
4,663,1,1,2,4,2,1,141060,79346,4408125,1
2,700,1,1,2,2,2,5,256389,115788,8270600,1
0,976,1,1,3,3,2,4,372453,68610,9801395,1
3,2283,4,2,6,2,2,4,443276,221638,13852380,1
3,1301,1,1,3,2,0,3,508189,254095,12099740,1
4,1261,1,1,3,4,0,3,308296,154148,9634250,0
3,2365,4,2,6,4,0,5,931224,297992,18624480,0
2,958,1,1,3,2,2,5,270242,45040,9008060,0
6,1587,2,1,4,4,1,2,291926,163135,8586060,1
5,1977,2,1,5,1,0,3,616010,242004,22000360,1
2,1137,1,1,3,1,2,5,313249,114858,10441640,0
2,865,1,1,3,3,2,3,217708,23326,7775300,0
2,1125,1,1,3,4,1,5,258958,46243,9248500,1
4,1635,2,2,4,1,0,1,371726,212415,10620750,0
3,2345,4,2,6,2,2,5,534204,106841,13355100,0
2,1072,1,1,3,3,1,3,257081,94263,8569350,1
3,2416,4,2,6,2,0,5,628321,215985,19635040,1
6,1720,2,1,4,4,2,2,277870,101044,8420300,0
4,727,1,1,2,2,2,2,228535,99618,5859875,1
5,1970,2,1,5,1,2,4,626088,208696,16053550,1
6,1891,3,2,5,0,2,5,430619,147641,12303400,1
4,1227,1,1,3,2,1,0,285108,154950,6198000,1
2,1253,2,1,4,2,2,4,352351,154153,11010960,1
4,1278,1,1,3,3,0,3,453424,94903,10544750,0
0,692,1,1,2,2,2,0,159076,32751,4678720,0
2,1186,1,1,3,1,0,3,326064,91298,13042550,0
3,1881,3,2,5,0,2,5,608015,240673,12666980,1
2,898,1,1,3,2,2,5,321574,103734,10373360,1
6,1661,2,1,4,0,1,0,306505,170281,8514030,1
3,1536,2,1,4,4,1,4,374964,87201,8720100,0
2,726,1,1,2,1,2,3,237190,86251,7187570,1
0,961,1,1,3,4,0,1,383886,10968,10968170,1
4,1356,2,2,4,3,1,3,224541,152108,7243250,1
2,882,1,1,3,1,2,5,285963,112652,8665540,0
4,1558,2,2,4,1,2,1,268541,150067,7898250,1
4,1440,2,2,4,3,1,4,330110,125756,7859750,1
4,691,1,1,2,1,2,2,236325,121193,6059625,1
0,1255,2,2,4,2,1,5,322706,60507,10084565,0
2,1009,1,1,3,1,0,4,414241,146989,13362600,1
0,1065,1,1,3,2,1,0,267426,41142,6857075,0
2,1065,1,1,3,1,1,5,268804,49779,9955700,1
4,694,1,1,2,4,1,1,190350,57105,3807000,1
2,1045,1,1,3,0,1,5,225513,27062,9020500,0
4,730,1,1,2,3,1,3,242000,44000,5500000,1
6,1871,3,2,5,2,2,1,310203,180952,8616750,0
2,994,1,1,3,1,1,4,236898,85283,9475900,1
1,1754,1,1,4,1,1,3,294779,76424,10917740,0
3,2224,4,2,6,2,1,4,609839,256132,12196780,1
4,836,1,1,2,3,2,0,171696,46501,3577000,0
4,1399,2,2,4,2,0,5,473817,187323,11019000,0
6,1950,3,2,5,0,1,3,392615,78523,11217570,1
1,1519,1,1,4,0,2,4,391124,156449,13037450,1
1,1605,1,1,4,4,2,4,400919,133640,12149050,1
2,1230,2,1,4,0,0,4,395059,98765,14109250,0
4,584,1,1,2,3,0,4,334778,96714,7439500,1
6,1590,2,1,4,3,0,4,411610,212444,13277730,0
6,1734,2,1,4,2,2,5,325789,111990,10180900,0
2,786,1,1,2,3,0,4,283533,43620,10905100,0
2,701,1,1,2,4,0,3,263922,42568,8513600,0
0,783,1,1,2,1,2,4,332985,110995,8538070,1
1,1739,1,1,4,4,2,4,356719,242059,12739970,0
2,1127,1,1,3,0,1,4,265248,61891,8841600,0
2,919,1,1,3,3,0,3,274871,40722,10180400,0
2,902,1,1,3,0,2,4,276408,25913,8637740,0
0,838,1,1,3,1,0,3,425503,167962,11197455,1
2,1026,1,1,3,3,0,5,322097,61942,12388350,0
4,1346,2,2,4,4,1,2,319963,133938,7441000,1
3,1764,2,1,4,1,2,5,339467,109505,10950540,0
2,825,1,1,3,4,0,4,306133,90706,11338250,1
6,1542,2,1,4,3,1,5,365067,225483,10737270,1
3,1869,3,2,5,2,2,4,436430,212620,11190500,0
0,1291,2,2,4,2,1,1,250240,27804,6951120,0
4,950,1,1,3,3,2,0,242004,73164,5628000,1
4,680,1,1,2,3,0,4,344736,131328,8208000,1
1,1579,1,1,4,2,2,3,333138,102504,12812990,1
2,1047,1,1,3,0,2,4,298688,81460,9051140,1
1,1660,1,1,4,3,0,4,467030,186812,18681200,1
2,835,1,1,3,4,2,4,267393,27661,9220450,1
1,1883,2,1,5,1,1,5,346233,119850,13316650,0
0,1109,1,1,3,2,1,5,361431,10040,10039740,1
0,995,1,1,3,0,2,2,281925,112770,8055010,1
6,1747,2,1,4,1,2,5,397258,132419,12038110,1
1,1529,1,1,4,0,1,3,479428,59929,11985700,1
4,1034,1,1,3,2,2,5,400584,191947,8345500,1
3,1302,1,1,3,4,0,4,406322,158014,11286720,0
4,654,1,1,2,0,0,1,290444,114827,6754500,1
2,1020,1,1,3,1,0,3,397371,198686,13245700,1
4,506,1,1,2,0,0,5,254251,58673,6519250,0
5,1955,2,1,5,4,1,4,391617,167836,13986310,1
4,1653,2,2,4,4,0,4,392600,171763,12268750,0
6,1820,3,2,5,4,1,5,364661,221007,11050340,1
6,1508,2,1,4,2,0,1,433275,96283,12035430,1
4,1292,1,1,3,0,0,1,421813,107697,8974750,0
1,1922,2,1,5,3,0,4,657450,106040,21208080,0
4,584,1,1,2,1,2,1,149274,98206,3928250,0
1,1839,2,1,5,1,1,3,472718,152938,13903480,1
6,1879,3,2,5,3,1,5,316824,89107,9900740,0
4,1199,1,1,3,2,2,5,249190,65962,7329125,0
2,1181,1,1,3,3,1,5,287561,110601,11060050,1
2,1068,1,1,3,3,2,5,263528,63610,9087160,0
6,1686,2,1,4,0,2,5,360782,252547,12026070,1
3,2242,4,2,6,1,2,3,447066,216759,13547460,1
2,1259,2,1,4,0,1,4,296823,143624,9574950,0
5,1843,2,1,5,1,2,3,367560,231426,13613320,1
5,1924,2,1,5,2,2,3,477871,260657,14480950,1
2,1144,1,1,3,3,0,3,379490,63248,12649650,0
4,542,1,1,2,3,0,4,230685,69206,7689500,1
1,1515,1,1,4,3,1,5,391136,97784,10864880,0
0,630,1,1,2,4,0,4,348618,9684,9683840,0
6,1671,2,1,4,3,1,5,416384,85412,10676510,0
4,1047,1,1,3,2,1,2,291168,78858,6066000,0
1,1595,1,1,4,2,0,3,646446,209658,17471500,1
0,1299,2,2,4,3,2,1,283058,105136,8087365,0
1,1626,1,1,4,2,2,3,513516,192568,12837890,1
4,801,1,1,2,0,1,1,191454,95727,5038250,0
2,1089,1,1,3,4,0,3,406081,183392,13099400,1
1,1955,2,1,5,2,1,3,335700,185214,11575870,0
3,1708,2,1,4,0,0,3,526583,283545,13502140,0
5,1697,1,1,4,3,2,4,550743,70608,14121610,1
5,1975,2,1,5,0,1,3,505728,101146,12643190,0
6,1966,3,2,5,2,1,5,407993,215329,11333130,1
1,1791,1,1,4,1,2,4,532771,84122,14020280,0
6,1890,3,2,5,2,0,2,491376,206061,15850840,1
